age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
63,blue-collar,single,primary,no,21338,yes,yes,unknown,26,sep,1838,18,371,12,success,no
45,services,single,primary,no,15898,no,no,unknown,29,apr,410,39,317,13,unknown,yes
24,retired,married,unknown,no,-1187,yes,yes,cellular,14,jun,905,45,28,17,failure,no
52,unemployed,single,primary,no,72428,no,no,unknown,18,nov,2153,31,44,9,unknown,no
83,blue-collar,single,primary,no,2290,yes,yes,unknown,17,mar,2496,14,24,16,failure,no
39,unemployed,single,secondary,no,55915,no,yes,telephone,8,feb,817,20,261,1,other,no
39,retired,married,unknown,no,21386,no,no,telephone,12,mar,1206,48,272,6,failure,no
20,student,divorced,primary,no,35115,no,no,unknown,12,jul,2702,14,317,2,unknown,no
63,admin.,married,unknown,no,54329,yes,no,cellular,19,oct,1777,22,374,2,other,yes
67,unknown,married,primary,no,23166,no,no,cellular,23,apr,641,42,177,4,other,no
25,self-employed,divorced,primary,no,17933,no,no,unknown,7,sep,1807,29,138,8,failure,no
21,retired,married,tertiary,no,50114,no,no,unknown,9,jan,690,17,153,19,other,no
32,technician,divorced,secondary,no,38928,no,no,unknown,24,dec,2531,27,181,9,success,no
61,unknown,single,tertiary,no,46496,yes,no,cellular,20,sep,1855,11,168,1,other,no
56,unknown,single,secondary,no,18155,yes,no,cellular,27,nov,1852,34,122,6,success,no
93,technician,married,secondary,no,17222,no,no,unknown,19,aug,1832,48,206,6,success,no
46,management,married,tertiary,no,65417,yes,no,cellular,23,aug,2837,29,347,18,failure,no
90,blue-collar,single,tertiary,no,53310,yes,no,cellular,11,dec,2704,10,390,16,failure,no
79,retired,divorced,unknown,no,29893,yes,no,cellular,12,dec,547,5,197,4,success,no
51,unemployed,single,tertiary,no,56383,no,no,cellular,13,may,1229,31,291,4,failure,no
43,unknown,married,primary,no,19302,no,no,unknown,14,jun,2630,48,36,12,other,no
35,entrepreneur,single,secondary,no,6587,yes,no,cellular,2,nov,657,10,67,17,success,no
80,unknown,single,unknown,no,70541,no,no,telephone,1,apr,2765,27,387,19,unknown,no
69,admin.,divorced,tertiary,no,15874,no,no,telephone,19,dec,2401,30,119,18,failure,yes
71,entrepreneur,single,unknown,yes,6281,yes,no,unknown,18,jun,800,40,17,8,other,no
59,services,divorced,secondary,no,36986,no,no,unknown,9,mar,2439,48,262,9,failure,yes
71,unknown,single,tertiary,no,28474,yes,no,telephone,30,dec,1672,18,276,18,unknown,no
69,student,divorced,primary,no,69556,no,no,cellular,8,oct,2111,35,8,0,failure,no
30,unknown,divorced,tertiary,no,-2147,yes,yes,cellular,20,feb,1666,43,4,18,other,no
49,technician,single,primary,no,9431,no,no,cellular,13,oct,1775,5,175,15,failure,no
83,technician,single,primary,no,15428,no,no,telephone,5,oct,1349,46,212,19,failure,no
75,retired,single,tertiary,no,58470,yes,no,cellular,25,may,2345,9,338,2,failure,no
56,technician,divorced,secondary,no,38572,yes,no,telephone,23,nov,1557,43,78,4,other,no
44,management,married,unknown,no,43492,yes,no,cellular,15,nov,882,17,202,13,unknown,yes
71,services,married,secondary,no,78859,no,no,cellular,19,jul,2555,41,142,13,failure,no
89,entrepreneur,divorced,unknown,no,64630,yes,yes,unknown,6,aug,2455,38,53,17,success,yes
90,housemaid,divorced,primary,no,29409,no,no,telephone,18,nov,2452,49,181,4,other,no
60,self-employed,divorced,secondary,no,58378,yes,no,unknown,4,apr,1013,40,208,3,success,yes
69,student,single,primary,no,43605,no,no,telephone,29,oct,1569,35,201,11,other,no
31,blue-collar,single,tertiary,no,73517,yes,yes,cellular,18,jan,1504,18,287,2,success,yes
25,management,single,primary,no,18173,yes,yes,cellular,27,mar,1779,46,177,3,unknown,no
52,self-employed,married,unknown,no,51036,no,no,unknown,19,feb,1735,30,61,3,unknown,no
35,self-employed,single,secondary,no,11380,yes,no,unknown,9,may,1250,46,93,9,success,no
72,technician,married,secondary,no,-1952,no,yes,cellular,6,feb,1231,3,231,1,unknown,no
69,self-employed,single,secondary,no,63074,yes,no,telephone,10,jul,5,30,224,14,success,no
89,entrepreneur,married,tertiary,no,-317,yes,no,telephone,19,oct,1936,46,133,7,failure,yes
66,services,divorced,unknown,no,69612,no,no,unknown,12,apr,1636,9,344,6,failure,no
25,technician,divorced,secondary,no,14805,yes,no,cellular,20,feb,2726,18,70,11,other,no
54,management,divorced,tertiary,no,77729,no,no,cellular,6,jun,613,34,147,19,failure,no
83,technician,married,primary,no,20927,no,no,telephone,6,jul,199,41,341,4,unknown,no
94,services,married,tertiary,no,20876,yes,yes,telephone,6,sep,1115,40,217,16,success,no
58,housemaid,single,tertiary,no,30170,no,no,unknown,5,mar,1600,34,230,3,failure,no
90,unemployed,married,unknown,no,-3007,yes,no,unknown,4,sep,1143,44,122,4,failure,no
44,self-employed,married,unknown,no,61795,no,no,cellular,30,may,1691,5,334,5,unknown,no
37,admin.,single,unknown,no,3193,no,no,cellular,10,aug,1479,33,62,1,unknown,no
55,unknown,married,tertiary,no,66520,no,no,unknown,8,jan,290,20,290,2,other,no
29,retired,married,primary,no,56118,yes,no,cellular,16,dec,641,28,351,8,success,no
59,retired,divorced,unknown,no,29386,no,no,cellular,11,may,1373,6,327,7,success,no
67,housemaid,single,primary,no,31114,yes,no,cellular,23,sep,719,6,173,3,other,no
48,student,divorced,primary,no,18940,yes,no,unknown,25,mar,1911,20,177,4,other,no
94,admin.,married,tertiary,no,75444,yes,yes,unknown,2,jan,2779,49,265,7,failure,no
82,admin.,single,tertiary,no,69498,yes,no,cellular,5,jun,85,33,18,1,unknown,no
70,unknown,single,tertiary,no,7013,yes,yes,telephone,6,sep,369,45,231,8,other,yes
57,unemployed,divorced,secondary,no,32298,no,no,telephone,9,feb,195,27,41,6,other,yes
90,unemployed,divorced,unknown,no,71040,yes,no,telephone,1,sep,1044,31,88,17,unknown,yes
56,self-employed,divorced,secondary,no,9846,yes,no,cellular,11,jul,610,9,183,19,success,no
27,entrepreneur,single,primary,no,-4106,yes,no,cellular,7,jul,2106,28,273,4,success,no
46,management,single,unknown,no,32039,yes,no,telephone,23,nov,2895,23,304,0,other,no
57,unemployed,single,primary,no,41296,yes,no,unknown,2,jan,65,22,123,10,unknown,no
47,blue-collar,single,unknown,no,49067,no,yes,cellular,6,dec,2658,4,342,13,unknown,yes
19,admin.,married,tertiary,no,47323,no,no,cellular,12,jul,230,9,21,17,unknown,no
45,technician,divorced,secondary,no,34760,yes,no,unknown,5,may,2202,23,306,17,failure,no
64,entrepreneur,single,unknown,no,16934,no,yes,telephone,28,oct,2966,42,355,13,success,no
49,blue-collar,married,secondary,no,78315,yes,no,cellular,2,jan,2674,11,228,13,failure,no
49,unemployed,divorced,secondary,no,-688,no,no,cellular,1,may,2592,23,277,13,success,no
44,entrepreneur,single,secondary,no,56947,yes,yes,unknown,7,sep,2657,30,85,8,success,no
71,student,married,secondary,no,20080,yes,no,unknown,13,aug,2887,12,269,8,failure,no
73,retired,single,unknown,no,35902,no,yes,cellular,27,feb,38,30,187,5,unknown,no
48,retired,married,unknown,no,67233,no,no,cellular,29,oct,2063,25,79,12,success,no
41,technician,divorced,unknown,no,36445,yes,no,telephone,1,dec,569,23,315,11,other,no
52,management,married,tertiary,no,49129,yes,yes,unknown,13,oct,585,18,247,3,other,no
47,self-employed,divorced,unknown,no,-2574,yes,no,cellular,30,mar,1973,19,125,10,unknown,no
72,technician,married,primary,no,6774,no,no,cellular,15,aug,1446,6,317,4,unknown,no
81,unemployed,married,tertiary,no,-3958,yes,no,telephone,20,oct,801,27,270,9,success,no
50,self-employed,single,secondary,no,73224,yes,yes,cellular,23,sep,1580,17,210,2,success,no
63,housemaid,married,unknown,no,76798,yes,no,telephone,2,may,2698,38,74,4,failure,no
50,self-employed,single,primary,no,6685,no,no,telephone,25,sep,2804,46,96,4,unknown,yes
85,technician,divorced,secondary,no,67235,yes,no,unknown,24,aug,1293,22,320,14,other,no
81,management,married,unknown,no,47319,no,no,telephone,2,mar,2883,8,281,16,success,no
47,self-employed,single,primary,no,32693,no,no,telephone,6,feb,478,48,319,13,failure,no
46,entrepreneur,single,secondary,no,54588,no,yes,cellular,10,aug,1250,1,372,14,other,yes
79,housemaid,divorced,unknown,no,77018,yes,no,telephone,26,oct,1387,41,185,19,failure,no
47,management,married,tertiary,no,71323,no,no,telephone,9,jul,2853,21,207,7,success,no
29,entrepreneur,married,secondary,no,22944,yes,no,unknown,8,nov,178,20,168,16,success,no
84,unemployed,single,primary,no,54305,yes,no,telephone,9,sep,182,14,179,6,other,no
32,retired,single,primary,no,67691,yes,no,unknown,28,may,2975,33,271,10,failure,yes
27,management,married,unknown,no,68205,no,no,telephone,1,feb,2697,12,80,19,unknown,no
78,blue-collar,divorced,primary,no,66625,yes,no,telephone,23,mar,2759,10,278,17,failure,yes
40,blue-collar,single,secondary,no,26237,no,no,telephone,4,jun,358,18,321,12,other,no
28,technician,married,secondary,no,47304,no,no,unknown,22,apr,2977,12,386,19,failure,no
33,services,married,tertiary,no,9718,no,no,cellular,5,dec,1154,13,157,2,unknown,yes
66,self-employed,single,secondary,no,28408,yes,no,unknown,25,feb,2367,25,240,11,success,no
31,blue-collar,married,unknown,no,1462,yes,yes,telephone,16,nov,209,42,27,8,failure,no
23,management,divorced,secondary,no,72164,no,no,unknown,13,aug,2041,20,209,5,failure,no
59,services,single,primary,no,78907,yes,no,unknown,7,sep,1473,28,141,5,success,no
34,management,divorced,unknown,no,64183,yes,no,cellular,28,apr,310,22,128,5,failure,no
59,blue-collar,divorced,unknown,no,44207,no,no,telephone,30,jan,2504,4,180,17,success,no
27,services,divorced,primary,no,52041,yes,no,cellular,2,may,1859,34,308,18,failure,no
63,admin.,divorced,secondary,no,47325,yes,no,telephone,17,aug,1473,34,3,2,success,no
66,blue-collar,divorced,primary,no,63535,no,no,cellular,27,mar,2190,34,321,11,other,no
26,technician,single,secondary,no,70215,yes,no,cellular,7,aug,2656,23,82,15,unknown,no
56,housemaid,married,secondary,no,79181,no,yes,telephone,23,oct,1901,34,152,3,failure,no
19,blue-collar,single,secondary,no,45705,no,yes,telephone,23,dec,2109,16,197,15,failure,no
85,admin.,married,secondary,no,10582,yes,no,cellular,11,aug,2382,39,60,3,failure,no
69,self-employed,married,secondary,no,32155,no,no,unknown,12,apr,2801,12,293,19,unknown,yes
28,management,married,secondary,no,36407,yes,no,cellular,8,nov,2700,29,396,15,other,no
54,retired,divorced,unknown,no,56687,yes,no,unknown,6,jul,653,11,224,9,success,no
89,student,divorced,primary,no,25019,no,no,cellular,22,mar,999,27,363,8,success,no
39,entrepreneur,married,unknown,no,21525,yes,no,unknown,18,jul,271,17,259,14,other,no
69,services,married,tertiary,no,34664,yes,no,unknown,13,dec,609,26,294,3,failure,no
22,self-employed,married,tertiary,no,1906,yes,no,cellular,26,dec,316,31,266,7,success,no
19,housemaid,married,primary,no,22257,no,no,cellular,14,may,2873,20,339,13,unknown,no
22,housemaid,divorced,unknown,no,59475,no,yes,telephone,22,may,1349,6,75,19,other,no
49,student,single,tertiary,no,428,no,no,unknown,29,dec,2677,12,126,0,other,no
36,unknown,single,unknown,no,49211,yes,no,telephone,5,jul,2984,38,58,2,unknown,no
21,self-employed,divorced,tertiary,no,28910,yes,no,telephone,19,may,2266,6,356,17,success,no
63,retired,single,secondary,no,47286,yes,no,unknown,6,jan,2460,44,301,11,unknown,no
43,management,divorced,primary,no,69859,no,no,cellular,23,jan,2974,25,281,0,failure,no
67,unemployed,divorced,unknown,no,-548,no,no,telephone,20,may,1165,43,53,17,other,no
43,housemaid,married,unknown,no,39701,yes,no,telephone,9,feb,35,10,175,3,other,no
88,blue-collar,married,unknown,no,46594,yes,no,telephone,11,aug,2801,19,321,0,other,no
49,unemployed,married,tertiary,no,3240,no,no,cellular,29,oct,2918,31,356,15,success,yes
61,admin.,divorced,primary,no,-4916,no,no,cellular,6,jan,471,16,130,10,unknown,no
43,management,single,secondary,no,14037,no,no,telephone,9,mar,1297,16,395,19,unknown,no
78,technician,divorced,tertiary,no,28306,yes,no,cellular,15,feb,2388,21,112,14,failure,no
68,admin.,single,tertiary,no,75659,no,no,unknown,9,mar,2339,7,321,15,unknown,yes
76,self-employed,divorced,unknown,no,-517,no,no,telephone,23,jun,1656,42,366,13,other,yes
55,unemployed,married,tertiary,no,36613,yes,no,unknown,26,jan,2488,34,9,6,success,no
43,self-employed,divorced,secondary,no,47763,no,no,telephone,1,apr,1700,23,154,19,unknown,no
62,unknown,divorced,primary,no,73135,no,no,unknown,8,jan,130,36,359,12,other,no
48,management,divorced,tertiary,no,3365,yes,no,unknown,12,nov,608,17,344,18,failure,no
87,technician,single,tertiary,no,54963,no,no,telephone,26,jul,1277,41,117,8,unknown,no
62,retired,single,unknown,no,40384,yes,no,telephone,8,may,714,21,283,18,success,no
48,unemployed,married,tertiary,no,5027,yes,no,telephone,11,sep,2889,39,83,3,failure,no
78,technician,divorced,primary,no,23627,yes,no,cellular,10,aug,314,19,234,6,failure,no
65,unemployed,married,secondary,no,-854,yes,no,unknown,4,jul,2102,18,215,13,success,no
62,services,divorced,tertiary,no,20430,yes,yes,unknown,11,sep,2041,42,201,13,success,yes
77,entrepreneur,married,secondary,yes,62044,no,no,unknown,5,sep,509,29,296,11,success,no
78,unemployed,married,tertiary,no,32552,no,no,cellular,16,dec,2449,49,58,9,failure,yes
69,admin.,single,unknown,no,15094,yes,no,cellular,15,mar,1934,46,192,10,success,no
69,housemaid,single,tertiary,no,31723,yes,no,telephone,14,jan,2845,22,317,5,failure,no
93,blue-collar,divorced,unknown,no,2416,no,no,unknown,16,jul,2465,4,31,4,failure,no
79,student,single,primary,no,2668,no,no,cellular,30,may,8,1,278,17,failure,no
43,management,divorced,unknown,no,-1506,yes,no,unknown,24,dec,1700,6,348,12,other,no
84,blue-collar,divorced,primary,no,32458,no,no,telephone,8,dec,1900,48,320,3,unknown,no
66,technician,single,primary,no,73327,no,no,telephone,28,dec,695,23,56,2,other,no
61,technician,divorced,secondary,no,17047,no,no,cellular,15,oct,202,43,387,4,other,no
53,entrepreneur,divorced,tertiary,no,50670,no,yes,telephone,15,jan,1101,6,240,11,failure,no
70,unknown,divorced,unknown,no,43879,yes,no,cellular,16,mar,811,11,17,2,success,yes
61,retired,single,primary,no,62348,yes,no,unknown,29,jul,1764,24,209,1,success,no
39,unemployed,single,tertiary,no,15393,yes,yes,cellular,6,nov,1751,16,78,10,failure,no
19,admin.,single,primary,no,4723,no,no,telephone,15,jun,2873,24,116,14,success,no
24,blue-collar,single,unknown,no,-4225,no,no,unknown,7,jul,2398,39,389,8,failure,no
33,self-employed,single,unknown,no,62523,yes,no,unknown,2,aug,2420,49,398,15,other,no
61,self-employed,single,unknown,no,35979,no,no,cellular,14,jul,2299,1,247,17,failure,no
82,unknown,married,tertiary,no,17313,no,no,telephone,28,may,618,3,18,10,failure,no
90,unemployed,divorced,tertiary,no,40551,yes,no,telephone,3,jun,2781,45,68,11,failure,no
88,unknown,single,unknown,no,18469,yes,yes,telephone,9,jul,2791,14,87,15,unknown,yes
86,unemployed,divorced,unknown,no,12439,no,no,unknown,1,nov,702,16,266,10,failure,no
78,unknown,married,unknown,no,-2495,yes,yes,telephone,7,jan,1722,8,346,4,success,no
47,services,married,secondary,no,43153,yes,no,cellular,28,nov,1079,18,319,5,success,no
59,student,married,tertiary,no,18179,no,yes,unknown,1,dec,1943,16,99,15,other,no
91,housemaid,single,tertiary,no,53725,yes,yes,telephone,26,aug,2621,30,379,5,unknown,no
42,student,single,tertiary,no,62990,yes,no,unknown,12,mar,2235,39,49,8,failure,no
88,housemaid,married,primary,no,17066,no,no,telephone,13,aug,2506,30,237,11,success,no
74,retired,divorced,tertiary,no,78374,no,no,cellular,23,jun,1034,8,148,5,success,no
49,housemaid,single,secondary,no,65891,no,no,unknown,8,nov,2672,43,97,19,unknown,no
67,self-employed,married,secondary,no,-4530,no,no,cellular,1,jul,1088,39,303,6,failure,no
92,unemployed,divorced,primary,no,41086,yes,no,cellular,16,jun,307,33,266,1,success,no
27,unemployed,single,tertiary,no,26442,yes,no,cellular,15,may,1118,39,230,12,unknown,no
39,housemaid,married,secondary,no,40862,yes,no,unknown,25,sep,1643,48,153,0,failure,no
58,technician,married,primary,no,56341,no,no,unknown,15,mar,294,45,99,9,success,no
64,unknown,divorced,primary,no,48805,no,no,cellular,20,sep,1194,38,311,9,success,no
31,retired,married,secondary,no,67866,no,yes,telephone,30,oct,1153,19,111,15,failure,no
20,entrepreneur,married,secondary,no,21357,yes,no,cellular,6,jun,1417,41,362,17,other,no
70,entrepreneur,divorced,primary,no,43204,no,no,telephone,29,jan,2329,44,156,2,success,no
33,services,married,primary,no,37299,yes,no,cellular,21,sep,2789,16,275,17,failure,no
78,retired,single,unknown,no,49662,no,no,cellular,10,aug,163,8,343,18,failure,no
45,student,married,secondary,no,3028,yes,no,cellular,8,jan,1256,11,36,4,other,no
52,management,divorced,primary,no,66291,yes,no,telephone,17,oct,2177,40,227,10,success,no
19,management,single,primary,no,1890,no,no,telephone,24,oct,2363,16,335,1,failure,no
78,technician,single,secondary,no,-4303,no,no,telephone,3,feb,2028,25,79,18,failure,no
73,blue-collar,divorced,secondary,no,45252,yes,no,unknown,30,dec,1049,34,30,1,success,no
72,student,single,unknown,no,1294,yes,no,telephone,5,jul,1768,5,173,19,unknown,yes
35,admin.,single,secondary,no,-4033,yes,yes,telephone,4,aug,891,33,201,3,failure,no
88,entrepreneur,divorced,unknown,no,75486,yes,no,unknown,17,dec,2755,1,162,16,failure,no
66,student,divorced,primary,no,15610,yes,no,cellular,16,jul,819,17,203,8,failure,no
59,unknown,single,tertiary,no,75982,no,no,cellular,22,sep,2766,4,386,7,success,no
24,housemaid,divorced,primary,no,40309,no,no,telephone,11,dec,2897,37,11,15,unknown,no
21,self-employed,married,primary,no,36309,yes,no,cellular,26,sep,1589,42,246,17,other,no
60,retired,single,secondary,no,3479,yes,no,cellular,3,apr,1275,34,27,15,unknown,no
76,blue-collar,married,primary,no,21100,no,no,cellular,19,dec,660,18,148,11,success,no
66,admin.,single,secondary,no,65995,yes,yes,telephone,7,mar,1989,2,320,8,other,no
77,blue-collar,married,tertiary,no,9407,no,no,cellular,28,mar,285,37,144,5,other,no
23,admin.,single,unknown,no,16846,no,no,cellular,20,jul,2851,26,82,19,failure,no
37,retired,single,secondary,no,39284,yes,no,unknown,26,jun,1027,10,259,9,failure,no
48,housemaid,married,secondary,no,13278,yes,no,telephone,16,jan,2985,14,101,1,other,no
39,retired,married,unknown,no,66700,no,yes,unknown,14,jan,1226,28,311,19,success,no
49,services,single,secondary,no,36953,no,no,cellular,30,feb,1788,28,331,13,failure,no
64,student,married,secondary,no,73668,yes,no,telephone,4,jun,466,38,234,8,success,yes
51,management,married,secondary,no,57337,yes,no,telephone,16,jun,2858,17,223,5,failure,no
44,services,single,unknown,no,7058,no,no,telephone,30,jul,2575,9,334,0,failure,no
61,management,married,tertiary,no,67686,yes,no,unknown,25,may,2500,36,311,15,unknown,no
47,student,single,unknown,no,21670,no,no,unknown,16,jul,2592,43,233,16,success,no
50,student,single,unknown,no,21166,no,no,telephone,19,oct,1820,40,177,18,other,no
44,unknown,single,unknown,no,68061,no,no,unknown,23,jul,2584,34,385,2,unknown,no
73,blue-collar,married,primary,no,57608,no,no,unknown,9,apr,236,25,40,7,failure,no
40,services,single,primary,no,77824,yes,no,cellular,26,sep,169,25,324,16,failure,no
60,retired,single,secondary,no,3217,no,yes,unknown,1,nov,2974,21,317,8,other,no
71,unemployed,married,secondary,no,37411,yes,yes,unknown,20,sep,190,15,124,14,failure,no
85,admin.,single,primary,no,10818,yes,no,unknown,29,feb,2557,6,349,3,unknown,no
70,services,married,unknown,no,44053,yes,no,telephone,2,aug,2004,22,253,9,failure,yes
57,self-employed,divorced,unknown,no,54528,no,no,telephone,17,jun,1548,42,262,5,unknown,no
77,blue-collar,divorced,tertiary,no,69711,yes,no,cellular,4,feb,871,31,137,15,success,no
26,unknown,married,secondary,no,16533,yes,no,cellular,24,nov,2591,34,385,15,other,no
27,technician,single,secondary,no,62795,no,yes,telephone,19,sep,1616,46,187,4,success,no
27,entrepreneur,divorced,tertiary,no,55653,yes,no,cellular,20,aug,411,14,369,12,other,no
47,unemployed,divorced,secondary,no,27254,no,no,cellular,30,jul,1415,37,168,12,other,no
27,student,married,primary,no,9760,yes,no,cellular,20,dec,1493,7,278,15,other,no
75,technician,married,secondary,no,42034,yes,no,telephone,19,nov,2758,2,366,10,other,no
53,retired,divorced,secondary,no,22079,no,no,cellular,2,sep,1631,41,48,8,success,no
61,management,divorced,secondary,no,12153,no,yes,unknown,24,jan,2327,49,49,5,success,no
74,technician,single,tertiary,no,77367,yes,no,cellular,23,jan,2887,38,186,19,success,no
60,management,single,primary,no,63218,yes,no,unknown,5,jul,56,8,270,15,failure,no
40,housemaid,married,unknown,no,46794,yes,no,cellular,12,dec,2982,7,80,1,failure,no
21,unknown,divorced,tertiary,no,6229,yes,no,unknown,2,nov,1540,35,330,17,unknown,no
29,technician,single,secondary,no,7005,yes,no,cellular,12,oct,1437,35,38,12,unknown,yes
66,unknown,single,unknown,no,74688,no,no,unknown,26,oct,2788,34,202,4,success,no
41,unknown,married,tertiary,no,53305,yes,no,telephone,16,sep,514,30,361,3,failure,no
30,blue-collar,divorced,unknown,no,46602,yes,yes,unknown,28,oct,632,15,302,8,other,no
85,management,divorced,primary,no,56004,yes,no,telephone,4,apr,2846,22,293,15,failure,no
89,entrepreneur,married,secondary,no,28611,no,no,unknown,3,oct,693,28,216,3,failure,no
51,management,single,unknown,no,-300,yes,no,cellular,9,may,785,44,230,15,unknown,yes
26,housemaid,married,tertiary,no,21102,no,no,cellular,7,jun,1808,13,120,18,unknown,no
27,unknown,married,unknown,no,59427,no,yes,telephone,14,oct,1187,9,355,18,success,no
82,services,divorced,primary,no,48543,no,no,cellular,5,jul,815,19,362,16,success,no
89,unemployed,divorced,secondary,no,79658,yes,yes,unknown,20,aug,2260,30,54,19,failure,no
91,retired,married,unknown,no,12773,yes,no,unknown,12,mar,863,35,302,15,failure,no
71,self-employed,single,unknown,no,18058,yes,no,cellular,20,nov,1471,4,333,11,failure,no
60,admin.,single,secondary,no,26049,yes,yes,cellular,5,feb,1914,29,240,8,unknown,no
76,services,single,secondary,no,7098,yes,no,unknown,26,dec,1046,32,304,7,success,no
76,housemaid,married,tertiary,no,29960,no,no,telephone,15,mar,1978,32,82,0,unknown,no
84,housemaid,married,secondary,no,5884,no,yes,cellular,17,feb,2653,34,322,16,other,no
78,retired,divorced,unknown,no,28293,yes,no,unknown,23,apr,1831,13,69,14,failure,yes
55,retired,married,tertiary,no,44212,yes,no,telephone,25,sep,2798,44,230,4,other,no
25,self-employed,divorced,secondary,no,32901,no,yes,unknown,12,jun,737,44,236,13,failure,yes
82,management,single,secondary,no,16166,no,no,cellular,28,sep,1555,39,76,18,failure,no
22,management,married,primary,no,31407,yes,yes,unknown,10,mar,1505,43,54,11,unknown,no
60,management,divorced,primary,no,4393,no,no,unknown,30,may,2145,22,99,5,unknown,no
77,technician,single,primary,no,76455,yes,no,telephone,30,dec,1365,47,238,0,unknown,no
43,unemployed,divorced,primary,no,37977,no,no,unknown,4,jan,2594,21,228,11,failure,no
28,services,married,tertiary,no,63494,yes,no,cellular,21,may,2109,25,197,6,other,no
51,admin.,single,primary,no,41869,no,no,unknown,18,jan,610,6,77,4,other,yes
19,student,single,unknown,no,62062,no,no,telephone,9,oct,253,29,234,1,failure,no
38,self-employed,single,primary,no,50325,yes,yes,unknown,12,jul,2307,35,368,2,unknown,no
43,unknown,married,primary,no,54624,no,no,telephone,18,jun,732,34,204,12,failure,yes
93,services,married,primary,no,23861,yes,no,cellular,14,mar,1772,28,183,12,other,no
90,housemaid,married,primary,no,9505,yes,no,telephone,3,feb,916,37,14,5,failure,yes
22,student,single,primary,no,18491,yes,no,telephone,6,aug,2408,1,212,13,success,no
26,housemaid,married,secondary,no,76188,yes,no,telephone,1,jun,1216,49,383,14,success,no
67,unknown,divorced,unknown,no,55888,no,no,cellular,21,nov,2716,6,73,5,failure,yes
27,unemployed,divorced,secondary,no,50886,no,yes,unknown,16,dec,1487,7,178,7,success,no
75,admin.,single,primary,no,66007,yes,no,telephone,22,may,1887,45,121,2,unknown,yes
27,blue-collar,divorced,secondary,no,54625,yes,no,unknown,4,aug,2990,32,320,3,unknown,no
53,unknown,divorced,tertiary,no,21608,yes,no,unknown,26,mar,1750,16,353,7,other,no
91,admin.,married,secondary,no,8523,yes,yes,cellular,4,jul,1678,49,33,12,failure,yes
73,technician,single,unknown,no,29219,no,no,cellular,20,jun,2512,18,211,18,unknown,no
79,services,married,unknown,no,23616,no,yes,unknown,7,feb,118,46,7,3,failure,no
54,self-employed,divorced,unknown,no,21252,no,no,unknown,27,may,2322,31,128,8,other,no
58,self-employed,divorced,secondary,no,23322,yes,no,cellular,26,jun,168,17,195,2,success,no
65,blue-collar,divorced,tertiary,no,72003,yes,no,cellular,25,mar,955,29,332,2,other,no
39,self-employed,single,tertiary,no,30117,no,no,telephone,13,mar,2523,46,303,2,success,no
78,unemployed,divorced,secondary,no,77603,yes,no,cellular,9,may,486,32,216,15,unknown,no
92,entrepreneur,divorced,secondary,no,21869,no,yes,telephone,3,jun,1940,29,7,6,other,no
65,housemaid,single,tertiary,no,2923,no,no,telephone,30,apr,2549,44,114,13,failure,yes
81,unemployed,married,secondary,no,47128,yes,yes,unknown,7,jul,2294,49,249,16,unknown,no
54,blue-collar,single,primary,no,40661,no,no,telephone,21,sep,2735,27,311,11,success,no
58,retired,single,tertiary,no,-1594,no,no,cellular,22,oct,1325,38,191,15,success,no
22,unknown,married,primary,no,21624,yes,no,cellular,20,may,2751,48,54,1,other,no
94,technician,single,primary,yes,32421,no,no,unknown,9,jul,1872,1,20,16,failure,no
69,entrepreneur,married,secondary,no,78466,no,no,unknown,5,jan,460,39,111,4,unknown,yes
34,retired,divorced,primary,no,58549,no,no,unknown,19,jun,520,19,24,1,failure,no
79,unknown,single,tertiary,no,13917,yes,no,telephone,28,dec,1709,21,334,17,unknown,no
69,technician,married,tertiary,no,61103,no,no,telephone,27,nov,2632,45,254,3,other,no
37,services,single,tertiary,no,36840,yes,no,cellular,14,dec,458,25,367,5,failure,no
33,unknown,married,secondary,no,40856,no,yes,telephone,7,apr,872,27,17,0,failure,no
24,unknown,married,tertiary,no,-1069,yes,no,unknown,11,jan,1084,48,5,13,success,no
83,student,married,secondary,no,31257,no,yes,cellular,6,jul,2999,23,257,16,unknown,no
29,unemployed,divorced,secondary,no,28646,no,no,cellular,13,dec,1199,27,194,12,other,no
60,unknown,single,unknown,no,40046,no,no,telephone,1,feb,2811,27,383,3,failure,no
57,entrepreneur,married,secondary,no,-1167,yes,no,unknown,12,jun,2095,45,66,17,failure,no
18,retired,divorced,secondary,no,72539,yes,yes,cellular,30,sep,1405,19,174,17,success,no
75,unknown,divorced,secondary,no,40088,no,yes,telephone,21,apr,797,2,113,7,success,no
20,entrepreneur,married,tertiary,no,33520,yes,yes,telephone,24,nov,380,25,304,11,other,no
25,unknown,divorced,tertiary,no,51450,yes,no,telephone,13,jun,2110,20,91,1,failure,no
92,unknown,single,primary,no,31647,yes,no,telephone,1,jan,1986,13,84,5,failure,no
78,blue-collar,single,primary,no,23917,no,no,unknown,17,mar,2372,15,193,11,unknown,no
22,technician,single,unknown,no,72626,yes,no,telephone,10,oct,602,33,191,9,failure,no
43,student,married,primary,no,34164,yes,no,telephone,21,oct,1161,2,357,13,other,no
90,student,married,tertiary,no,62478,yes,no,telephone,15,apr,2241,11,390,19,success,no
34,technician,married,tertiary,no,74157,no,no,cellular,3,jul,760,24,67,11,failure,no
